Bryson, hot chocolate, 2
Anthony, hot chocolate, 1
Jaxon, coffee, 4
Thomas, orange juice, 4
Faith, hot chocolate, 3
Julian, hot chocolate, 2
Sawyer, orange juice, 1
Daniel, orange juice, 1
Madison, tea, 5
Genesis, coffee, 7
Madison, orange juice, 5
Mason, milk, 4
Brayden, orange juice, 3
Jose, tea, 5
Serenity, orange juice, 3
Scarlett, tea, 5
Morgan, orange juice, 1
Piper, coffee, 1
Lauren, hot chocolate, 5
Daniel, coffee, 13
Brody, hot chocolate, 5
Alexis, hot chocolate, 3
Brianna, orange juice, 3
Bailey, coffee, 4
Aria, orange juice, 4
Allison, milk, 1
Michael, hot chocolate, 2
Allison, tea, 1
Jaxson, hot chocolate, 2
Nolan, orange juice, 4
Aaron, hot chocolate, 5
Robert, tea, 1
Benjamin, coffee, 10
Bailey, tea, 9
Josiah, tea, 9
Grace, tea, 3
Faith, orange juice, 3
Julian, orange juice, 4
Katherine, orange juice, 1
Liam, milk, 3
Landon, tea, 9
Kayden, tea, 7
Jordan, hot chocolate, 3
David, coffee, 7
Alexander, hot chocolate, 2
Jason, hot chocolate, 2
Harper, coffee, 13
Gabriel, tea, 9
Aubrey, milk, 3
Bailey, hot chocolate, 4
Ethan, milk, 2
Mackenzie, orange juice, 5
Hailey, milk, 2
Evelyn, milk, 3
Elizabeth, coffee, 4
Sebastian, tea, 1
Trinity, milk, 3
Arianna, hot chocolate, 2
Anthony, coffee, 7
Nicholas, tea, 9
Brianna, milk, 5
Jaxson, orange juice, 4
Evelyn, milk, 5
Hunter, milk, 3
Nathaniel, hot chocolate, 2
Joseph, orange juice, 1
Jaxon, milk, 2
Hunter, orange juice, 1
Alexis, coffee, 13
Victoria, tea, 7
Jayden, coffee, 13
Brianna, tea, 7
Brayden, coffee, 4
Charlotte, coffee, 1
Carson, milk, 2
London, orange juice, 1
Aaliyah, tea, 7
Brooklyn, tea, 7
Liam, tea, 1
Amelia, coffee, 7
Jaxon, orange juice, 4
Noah, hot chocolate, 4
Aubrey, orange juice, 5
Lauren, coffee, 4
Khloe, tea, 3
Sophie, orange juice, 2
Gabriel, coffee, 10
Charlotte, hot chocolate, 5
Gavin, milk, 5
Jeremiah, orange juice, 5
Jacob, hot chocolate, 1
Chase, tea, 1
Zoey, milk, 5
Madelyn, coffee, 7
Gavin, orange juice, 1
Clara, coffee, 10
Tristan, tea, 1
Christopher, coffee, 13
Owen, orange juice, 5
Ariana, coffee, 13
Parker, tea, 5
Logan, milk, 1
Aaliyah, hot chocolate, 3
Layla, milk, 4
David, hot chocolate, 1
Miles, hot chocolate, 3
Paisley, orange juice, 4
Lillian, coffee, 13
Ariana, hot chocolate, 4
Mason, tea, 7
Joseph, hot chocolate, 4
Bentley, hot chocolate, 4
London, hot chocolate, 1
Logan, orange juice, 2
Taylor, coffee, 1
Carter, milk, 4
Zachary, tea, 9
Harper, coffee, 1
Anthony, milk, 2
Daniel, milk, 5
Connor, hot chocolate, 3
Cora, milk, 4
Nolan, orange juice, 2
Kayden, coffee, 4
Jacob, milk, 4
Asher, tea, 5
Hannah, orange juice, 3
Anthony, coffee, 13
Nathan, tea, 3
Christian, milk, 1
Nevaeh, tea, 1
Sophia, coffee, 7
Nathan, tea, 1
Easton, tea, 3
Kayden, tea, 1
Jack, tea, 7
Aaliyah, milk, 1
Jonathan, milk, 1
Lily, orange juice, 5
Zoe, orange juice, 4
Nathan, coffee, 4
Sadie, orange juice, 3
Alexa, milk, 1
Nicholas, milk, 2
John, hot chocolate, 2
Melanie, orange juice, 2
Samantha, hot chocolate, 5
Stella, milk, 3
Isaiah, orange juice, 3
Hudson, tea, 9
Parker, orange juice, 3
Evelyn, hot chocolate, 2
Aubrey, orange juice, 2
Jacob, tea, 5
Carter, hot chocolate, 4
Makayla, orange juice, 5
Arianna, hot chocolate, 3
Claire, orange juice, 1
Madison, coffee, 4
Sadie, orange juice, 3
Leah, orange juice, 5
Ashton, tea, 3
Aubree, coffee, 7
Parker, coffee, 4
Arianna, tea, 1
Brooklyn, hot chocolate, 5
Jason, tea, 9
Kayden, orange juice, 4
Sophie, milk, 3
Kinsley, milk, 1
Jaxson, coffee, 10
Riley, coffee, 4
Eleanor, hot chocolate, 2
Chase, coffee, 1
Paisley, milk, 2
Michael, orange juice, 3
Jason, tea, 3
Chloe, coffee, 10
Joseph, coffee, 1
Madelyn, tea, 5
Angel, milk, 2
Hannah, milk, 3
Owen, orange juice, 2
Isabella, coffee, 4
Victoria, tea, 7
Michael, hot chocolate, 3
Evelyn, coffee, 1
Lilly, coffee, 10
Cooper, milk, 4
Hannah, hot chocolate, 5
David, milk, 5
Hudson, coffee, 4
Gabriella, orange juice, 1
Asher, coffee, 13
Anna, coffee, 1
Christopher, tea, 9
Isaac, tea, 1
Nora, milk, 5
Jaxson, hot chocolate, 1
Hailey, milk, 2
Elizabeth, tea, 9
Makayla, orange juice, 4
Evan, orange juice, 3
James, orange juice, 4
Owen, tea, 1
Layla, hot chocolate, 5
Clara, hot chocolate, 2
Gabriel, hot chocolate, 2
James, hot chocolate, 3
Sofia, tea, 7
Hannah, tea, 1
Natalie, orange juice, 2
Hudson, hot chocolate, 3
Lucy, hot chocolate, 2
Christopher, coffee, 10
Faith, milk, 2
Avery, hot chocolate, 4
Evelyn, coffee, 13
Brayden, orange juice, 4
Zoe, tea, 3
Ethan, coffee, 4
Mackenzie, hot chocolate, 4
Sophie, orange juice, 2
William, milk, 2
Connor, milk, 5
Khloe, hot chocolate, 3
Brianna, orange juice, 5
Sydney, coffee, 4
Skylar, orange juice, 1
Faith, orange juice, 5
Eleanor, coffee, 4
Parker, milk, 3
Jackson, coffee, 7
Zoe, tea, 1
Stella, tea, 5
Elijah, orange juice, 4
Jayden, tea, 3
Dylan, tea, 3
Reagan, tea, 1
Londyn, orange juice, 1
Ethan, tea, 7
Layla, coffee, 1
Melanie, milk, 4
Kylie, coffee, 13
Annabelle, tea, 9
Trinity, tea, 5
Kylie, hot chocolate, 1
Jayceon, orange juice, 2
Wyatt, tea, 3
Logan, tea, 1
Stella, hot chocolate, 5
Savannah, coffee, 10
Oliver, coffee, 7
Jaxson, hot chocolate, 1
Julian, orange juice, 2
Brayden, orange juice, 1
Jaxon, milk, 1
Ayden, tea, 3
Landon, coffee, 10
Layla, tea, 1
Ava, tea, 5
Sydney, tea, 9
Piper, coffee, 4
Audrey, milk, 4
Sarah, milk, 4
Sadie, hot chocolate, 2
Caleb, milk, 3
Reagan, tea, 5
Henry, orange juice, 4
Levi, hot chocolate, 5
Scarlett, hot chocolate, 2
Addison, tea, 9
Caleb, hot chocolate, 4
Thomas, hot chocolate, 2
Lydia, coffee, 10
Peyton, milk, 2
Annabelle, milk, 2
Savannah, hot chocolate, 5
Stella, orange juice, 3
Nolan, coffee, 4
Sophia, coffee, 10
Adrian, tea, 7
Zoey, coffee, 10
Christopher, tea, 7
Josiah, hot chocolate, 4
Riley, hot chocolate, 1
Audrey, hot chocolate, 1
Bryson, orange juice, 2
Aaron, tea, 9
Dominic, tea, 5
Ian, milk, 2
Paisley, orange juice, 3
Michael, tea, 7
David, tea, 3
Kinsley, coffee, 10
Bailey, orange juice, 1
Anthony, orange juice, 2
Piper, hot chocolate, 3
Autumn, hot chocolate, 3
Liam, orange juice, 2
Andrew, milk, 2
Serenity, orange juice, 3
Emily, hot chocolate, 4
Grayson, coffee, 1
Charles, coffee, 4
Faith, orange juice, 4
Penelope, coffee, 7
Kinsley, orange juice, 1
Makayla, tea, 9
Jaxon, hot chocolate, 3
Hannah, orange juice, 4
Sadie, milk, 3
Sophia, coffee, 4
Tyler, hot chocolate, 4
Samantha, orange juice, 3
Ryan, hot chocolate, 1
Tristan, milk, 1
Lilly, milk, 4
Kaiden, hot chocolate, 5
Jacob, coffee, 4
Cora, orange juice, 5
Mia, tea, 7
Liam, tea, 9
Morgan, milk, 3
Micah, orange juice, 1
Kayden, hot chocolate, 5
Joshua, tea, 7
Jeremiah, coffee, 4
Aubrey, tea, 1
Alexis, coffee, 4
Bryson, orange juice, 5
Thomas, tea, 9
Jack, milk, 5
Zoe, coffee, 4
Braxton, hot chocolate, 3
Tyler, hot chocolate, 3
Daniel, hot chocolate, 4
James, tea, 1
Luke, hot chocolate, 5
Bailey, tea, 1
Liam, orange juice, 3
Ayden, hot chocolate, 3
Lydia, orange juice, 4
Madeline, tea, 9
Aubree, hot chocolate, 1
Alexander, milk, 2
Joshua, orange juice, 5
Elizabeth, orange juice, 4
Mckenzie, coffee, 10
Jacob, orange juice, 1
Grace, coffee, 1
Grayson, milk, 4
Caroline, milk, 5
Charlotte, tea, 9
Emily, hot chocolate, 4
Penelope, orange juice, 4
Katherine, hot chocolate, 2
Zoey, coffee, 13
Kinsley, hot chocolate, 1
Evan, milk, 4
Amelia, coffee, 1
Caleb, milk, 3
Logan, orange juice, 1
Jack, coffee, 1
Ava, orange juice, 3
Genesis, tea, 3
Chase, orange juice, 3
Allison, orange juice, 4
Scarlett, orange juice, 5
Julian, milk, 2
Aiden, coffee, 13
Kaylee, milk, 2
Colton, coffee, 13
Logan, tea, 5
Ethan, milk, 3
Gabriel, tea, 5
Josiah, orange juice, 5
Carson, orange juice, 3
Ashton, milk, 1
Nevaeh, orange juice, 1
Sadie, orange juice, 5
Brooklyn, orange juice, 1
Ian, hot chocolate, 5
Penelope, hot chocolate, 2
Lilly, hot chocolate, 1
Riley, milk, 5
Jack, milk, 2
Reagan, tea, 1
Taylor, tea, 9
Trinity, orange juice, 2
Braxton, milk, 1
David, tea, 9
Joshua, orange juice, 1
Jordan, hot chocolate, 3
Lucy, milk, 5
Kaylee, milk, 5
Austin, orange juice, 1
Elijah, hot chocolate, 1
Lucy, tea, 5
Brody, coffee, 4
Alexa, milk, 3
Eleanor, coffee, 1
Parker, coffee, 13
Serenity, coffee, 4
Oliver, hot chocolate, 5
Addison, coffee, 1
Robert, milk, 2
Zachary, milk, 4
Charlotte, orange juice, 2
Bella, orange juice, 4
London, hot chocolate, 2
Gabriel, hot chocolate, 1
Kylie, coffee, 4
Bella, hot chocolate, 5
Bella, tea, 9
Eleanor, hot chocolate, 1
Aubree, orange juice, 1
Melanie, hot chocolate, 1
Melanie, coffee, 1
Abigail, hot chocolate, 2
Owen, coffee, 7
Owen, hot chocolate, 3
Natalie, milk, 5
Annabelle, tea, 3
Brandon, coffee, 1
Kennedy, tea, 1
Ashton, hot chocolate, 5
Londyn, hot chocolate, 4
Robert, milk, 3
Jose, hot chocolate, 4
Madeline, coffee, 10
Stella, coffee, 4
Samantha, hot chocolate, 5
Brantley, orange juice, 4
Kinsley, hot chocolate, 4
Allison, hot chocolate, 2
Connor, coffee, 13
Olivia, tea, 3
Nathan, orange juice, 2
Dominic, tea, 9
Alexa, coffee, 7
Sophia, coffee, 10
Caleb, orange juice, 5
Matthew, tea, 1
Brantley, coffee, 4
Lily, coffee, 1
Adrian, hot chocolate, 3
Jayden, hot chocolate, 2
Daniel, tea, 9
Logan, tea, 5
Camden, orange juice, 5
Aiden, milk, 2
Chloe, milk, 5
Ariana, orange juice, 1
Claire, orange juice, 3
Hannah, coffee, 7
Chase, tea, 3
Kylie, tea, 1
Anna, tea, 7
Cora, tea, 3
Tristan, orange juice, 5
Mia, tea, 3
Jose, hot chocolate, 1
Cameron, hot chocolate, 3
Naomi, milk, 3
Sawyer, milk, 1
Matthew, orange juice, 2
Aaliyah, tea, 3
Lydia, coffee, 1
Aria, coffee, 13
Stella, orange juice, 4
Olivia, coffee, 10
Emily, hot chocolate, 1
Lauren, orange juice, 5
Piper, hot chocolate, 1
Madelyn, orange juice, 2
Easton, milk, 1
Cora, orange juice, 5
Bentley, hot chocolate, 1
Kennedy, hot chocolate, 1
Aaron, tea, 1
Brandon, orange juice, 1
Adrian, hot chocolate, 1
Bryson, milk, 2
Taylor, coffee, 10
Nolan, hot chocolate, 2
Zoey, hot chocolate, 2
Clara, hot chocolate, 4
Brandon, coffee, 10
Dominic, hot chocolate, 2
Jacob, hot chocolate, 1
Andrew, coffee, 10
Asher, coffee, 7
Colton, coffee, 10
Christian, milk, 3
Luke, orange juice, 1
Madelyn, hot chocolate, 3
Thomas, coffee, 13
Colton, coffee, 7
Samantha, hot chocolate, 2
Reagan, orange juice, 5
Landon, hot chocolate, 4
Kayden, hot chocolate, 3
Bryson, coffee, 4
Genesis, coffee, 1
Alexa, hot chocolate, 3
Jack, hot chocolate, 5
Emily, hot chocolate, 1
Mason, hot chocolate, 2
Caroline, milk, 5
Camden, hot chocolate, 1
Madison, orange juice, 5
Addison, orange juice, 2
Robert, hot chocolate, 4
Gabriella, hot chocolate, 4
Ryan, hot chocolate, 5
Nolan, orange juice, 3
Anthony, tea, 5
Cameron, tea, 9
Peyton, milk, 3
Wyatt, hot chocolate, 3
Josiah, orange juice, 1
Tyler, orange juice, 1
Brianna, coffee, 7
Alexis, tea, 9
Adrian, coffee, 4
Nora, coffee, 4
Christopher, orange juice, 2
Ella, orange juice, 5
Thomas, coffee, 1
Autumn, coffee, 7
Zachary, milk, 4
Natalie, tea, 5
Lillian, hot chocolate, 3
Austin, coffee, 7
Hannah, orange juice, 4
Ariana, coffee, 1
Brooklyn, orange juice, 5
Nicholas, milk, 1
Savannah, tea, 5
Grace, milk, 4
Josiah, hot chocolate, 1
Nathan, milk, 2
Tyler, coffee, 10
Brooklyn, orange juice, 5
Henry, orange juice, 3
Alyssa, orange juice, 4
Wyatt, coffee, 10
William, orange juice, 2
Daniel, hot chocolate, 1
Natalie, coffee, 7
Henry, tea, 7
Arianna, hot chocolate, 1
Hannah, hot chocolate, 3
Gabriella, milk, 2
London, orange juice, 4
Sawyer, tea, 1
Nathaniel, coffee, 13
Jeremiah, coffee, 13
Christopher, milk, 2
Brantley, hot chocolate, 4
Naomi, milk, 2
Joshua, orange juice, 1
Autumn, orange juice, 3
Jacob, coffee, 7
Jacob, hot chocolate, 3
Nicholas, coffee, 4
Dominic, hot chocolate, 2
Ethan, coffee, 10
Grace, tea, 1
Noah, tea, 7
Madison, coffee, 4
Christopher, hot chocolate, 2
Connor, tea, 9
Londyn, milk, 5
Kaylee, orange juice, 3
John, coffee, 7
Brianna, orange juice, 3
Audrey, tea, 9
Aubree, coffee, 7
Zachary, hot chocolate, 2
Wyatt, coffee, 4
Brandon, coffee, 10
Jason, orange juice, 3
Colton, hot chocolate, 2
Dylan, coffee, 7
Paisley, coffee, 10
Micah, coffee, 10
David, orange juice, 4
Brandon, hot chocolate, 1
Aubrey, orange juice, 3
Bryson, coffee, 10
Ayden, coffee, 7
Ella, hot chocolate, 3
Lily, milk, 5
Ayden, tea, 3
Audrey, coffee, 4
Emily, hot chocolate, 5
Bentley, tea, 3
Alexander, coffee, 4
Aria, coffee, 1
Isaiah, hot chocolate, 1
Zoe, orange juice, 3
Jeremiah, hot chocolate, 2
John, tea, 9
Stella, hot chocolate, 2
Sarah, hot chocolate, 5
Ariana, tea, 5
Cooper, coffee, 4
Hudson, milk, 1
Eleanor, orange juice, 3
Natalie, orange juice, 2
Madison, tea, 7
Liam, orange juice, 3
Kaiden, milk, 3
Jack, coffee, 7
Chloe, hot chocolate, 4
Jaxon, milk, 4
Allison, milk, 2
James, coffee, 7
Aaron, tea, 3
Hudson, coffee, 13
Autumn, milk, 1
Jacob, tea, 5
Riley, tea, 3
Alexis, tea, 9
Zoe, hot chocolate, 2
Brooklyn, orange juice, 5
Aiden, orange juice, 4
Chloe, hot chocolate, 3
Savannah, milk, 5
Kinsley, coffee, 13
Levi, tea, 3
Jeremiah, coffee, 1
Jayceon, orange juice, 1
Katherine, orange juice, 2
Dominic, tea, 9
Arianna, coffee, 10
Kennedy, orange juice, 3
Jayceon, tea, 7
Layla, tea, 5
Matthew, milk, 2
Thomas, milk, 1
Leah, milk, 4
Adrian, tea, 5
Layla, tea, 1
Sophia, orange juice, 1
Sofia, coffee, 4
Gavin, orange juice, 2
Nicholas, milk, 4
Evan, hot chocolate, 5
Hailey, hot chocolate, 3
Dominic, coffee, 13
Zoey, milk, 5
Owen, orange juice, 3
Ashton, milk, 2
Mia, milk, 5
Easton, milk, 1
Naomi, coffee, 4
Asher, milk, 3
Jacob, hot chocolate, 1
Amelia, tea, 9
Ellie, orange juice, 4
Mary, tea, 5
Benjamin, orange juice, 3
Christopher, coffee, 13
Alexis, coffee, 7
Mason, tea, 5
Connor, tea, 3
Mason, milk, 1
Ayden, tea, 7
Ellie, orange juice, 3
Emily, hot chocolate, 4
Madison, orange juice, 4
Hadley, tea, 9
Taylor, orange juice, 3
Zachary, orange juice, 1
Noah, orange juice, 4
Sawyer, tea, 5
Nevaeh, milk, 4
Christopher, tea, 9
Peyton, orange juice, 1
Michael, hot chocolate, 1
Jaxson, hot chocolate, 1
Lydia, coffee, 4
Lilly, milk, 5
Chase, orange juice, 2
Tyler, coffee, 4
Grace, orange juice, 4
Nathaniel, hot chocolate, 2
Levi, orange juice, 5
Camden, milk, 1
Paisley, orange juice, 5
