Sydney, hot chocolate, 5
Claire, coffee, 4
Kinsley, tea, 7
Brody, tea, 1
James, milk, 4
Brandon, tea, 5
Camden, tea, 7
Naomi, milk, 5
Hadley, tea, 9
Andrew, orange juice, 3
Harper, coffee, 7
Gabriel, orange juice, 2
Avery, tea, 7
Colton, milk, 3
Isabella, tea, 3
Joseph, orange juice, 1
Olivia, coffee, 4
Camila, milk, 2
Lily, orange juice, 4
Aubrey, orange juice, 5
Ryan, coffee, 7
Taylor, orange juice, 5
Addison, coffee, 4
Ella, orange juice, 1
Serenity, milk, 5
Hadley, orange juice, 3
Hunter, tea, 9
Chloe, coffee, 7
Sophia, milk, 1
Gabriel, tea, 7
Natalie, tea, 9
Nolan, orange juice, 1
Londyn, orange juice, 1
Elijah, hot chocolate, 3
Sophie, hot chocolate, 1
Arianna, hot chocolate, 4
Henry, coffee, 1
Londyn, coffee, 10
Jaxson, tea, 3
Wyatt, milk, 4
Andrew, milk, 1
Annabelle, orange juice, 3
Angel, tea, 1
Ashton, orange juice, 2
Mackenzie, tea, 3
Luke, tea, 5
Nathan, tea, 3
Aiden, hot chocolate, 3
Jose, orange juice, 5
Clara, tea, 1
Jason, milk, 2
Serenity, hot chocolate, 1
Austin, coffee, 10
Colton, tea, 9
Addison, hot chocolate, 3
Gabriella, milk, 5
Robert, hot chocolate, 5
Layla, hot chocolate, 4
Jose, hot chocolate, 1
Nicholas, tea, 3
Jace, coffee, 10
Lucas, hot chocolate, 4
Ashton, milk, 2
Lauren, coffee, 1
Gabriel, hot chocolate, 2
Kinsley, tea, 1
Isaiah, tea, 1
Sophia, hot chocolate, 1
Avery, milk, 4
Melanie, coffee, 13
Riley, milk, 5
Jordan, orange juice, 5
Gabriel, hot chocolate, 1
Piper, milk, 2
Jose, milk, 5
Hudson, hot chocolate, 1
Ian, orange juice, 2
Brayden, milk, 2
Nathan, coffee, 7
Christopher, milk, 2
Arianna, hot chocolate, 3
Kevin, orange juice, 1
Isabella, orange juice, 5
Dylan, hot chocolate, 5
Wyatt, coffee, 10
Nolan, orange juice, 4
Carter, milk, 4
Ashton, orange juice, 4
Amelia, hot chocolate, 2
Serenity, hot chocolate, 3
Ella, hot chocolate, 1
Grace, coffee, 4
Brayden, milk, 2
Aubrey, hot chocolate, 4
Peyton, hot chocolate, 1
Lydia, milk, 4
Madeline, hot chocolate, 5
Kaylee, milk, 2
Aubree, orange juice, 4
Jayden, coffee, 7
Melanie, milk, 1
Matthew, orange juice, 5
Reagan, hot chocolate, 4
Alexander, hot chocolate, 5
William, hot chocolate, 2
Bentley, hot chocolate, 3
Jaxson, tea, 5
Anthony, orange juice, 1
John, hot chocolate, 2
Evelyn, hot chocolate, 4
James, orange juice, 2
Avery, milk, 1
Layla, tea, 3
Addison, tea, 9
Faith, orange juice, 4
Ethan, tea, 1
Kylie, orange juice, 3
Nolan, hot chocolate, 3
Jackson, coffee, 7
Melanie, coffee, 10
Aiden, hot chocolate, 4
Mary, orange juice, 1
Cameron, hot chocolate, 1
Serenity, tea, 7
Lucy, milk, 5
William, coffee, 10
Cooper, milk, 2
Nathan, hot chocolate, 1
Dylan, milk, 3
Lydia, coffee, 1
Matthew, milk, 1
Zachary, coffee, 4
Lauren, coffee, 13
Stella, hot chocolate, 1
Bailey, hot chocolate, 1
Dylan, orange juice, 5
Brayden, orange juice, 4
Samuel, coffee, 13
Charlotte, orange juice, 3
Brody, milk, 1
Christian, milk, 4
Allison, hot chocolate, 2
Micah, milk, 4
Nevaeh, tea, 9
Elizabeth, orange juice, 1
Brandon, tea, 5
James, orange juice, 4
Angel, coffee, 10
Oliver, coffee, 7
Amelia, milk, 4
Jacob, coffee, 7
Ava, milk, 5
Aiden, orange juice, 1
Parker, hot chocolate, 1
Jose, hot chocolate, 4
Ashton, orange juice, 1
Adrian, orange juice, 4
Landon, milk, 4
Aaron, tea, 7
Liam, hot chocolate, 1
Stella, coffee, 10
Scarlett, orange juice, 4
Annabelle, milk, 4
Evan, hot chocolate, 3
Chase, orange juice, 1
Josiah, coffee, 4
Ashton, hot chocolate, 2
Nolan, hot chocolate, 1
Sophia, coffee, 4
Connor, orange juice, 5
Kaiden, milk, 1
Braxton, orange juice, 3
Easton, milk, 3
Charlotte, coffee, 7
Mason, hot chocolate, 2
Makayla, milk, 1
James, milk, 3
Austin, orange juice, 5
David, tea, 9
Taylor, coffee, 4
Sofia, milk, 4
Savannah, orange juice, 4
Camden, orange juice, 1
Bryson, tea, 9
Aubrey, orange juice, 2
Hunter, coffee, 13
Colton, orange juice, 4
Victoria, coffee, 1
Nicholas, orange juice, 4
Jordan, milk, 3
Henry, milk, 4
Thomas, milk, 4
Robert, coffee, 7
Eleanor, hot chocolate, 5
Lucas, tea, 7
Olivia, tea, 7
Samuel, tea, 3
Hannah, orange juice, 3
Caroline, milk, 4
Melanie, orange juice, 2
Camila, coffee, 7
Annabelle, orange juice, 2
Ayden, coffee, 13
Mary, hot chocolate, 2
James, orange juice, 5
Jack, tea, 1
Penelope, hot chocolate, 4
Daniel, milk, 5
Lillian, tea, 5
Brayden, orange juice, 5
Charles, tea, 1
Natalie, milk, 4
Sophie, hot chocolate, 1
Parker, orange juice, 4
Tristan, milk, 1
Makayla, milk, 1
Michael, hot chocolate, 3
Hannah, tea, 3
Logan, hot chocolate, 2
Addison, milk, 4
Bella, hot chocolate, 3
Benjamin, coffee, 10
Hunter, orange juice, 4
Camden, tea, 5
Carter, coffee, 13
Eleanor, orange juice, 1
Zachary, tea, 7
Isabella, tea, 1
Luke, coffee, 13
Jacob, orange juice, 2
Madelyn, milk, 3
Charles, orange juice, 2
Jack, tea, 1
Camden, hot chocolate, 2
Zoe, coffee, 7
Lilly, milk, 5
Bella, tea, 3
Kayden, milk, 3
Brooklyn, tea, 5
Sofia, milk, 1
Stella, hot chocolate, 4
Joshua, tea, 9
Nicholas, milk, 3
Alyssa, hot chocolate, 4
Connor, orange juice, 2
Aaron, orange juice, 4
Zachary, orange juice, 2
Brooklyn, coffee, 4
Jordan, hot chocolate, 5
Wyatt, orange juice, 1
Charlotte, milk, 5
Riley, coffee, 13
Penelope, orange juice, 1
Reagan, milk, 1
Zachary, hot chocolate, 4
Naomi, coffee, 4
Wyatt, orange juice, 1
Michael, coffee, 10
Tyler, hot chocolate, 5
James, orange juice, 3
Easton, hot chocolate, 3
Sydney, milk, 5
Cooper, coffee, 1
Savannah, hot chocolate, 1
Alexander, orange juice, 5
Jayden, hot chocolate, 3
Brandon, orange juice, 4
Makayla, milk, 5
Mackenzie, tea, 9
Kennedy, orange juice, 5
Lucas, hot chocolate, 3
Asher, milk, 2
Makayla, hot chocolate, 4
Lauren, hot chocolate, 1
Jaxson, coffee, 1
Zachary, milk, 2
Morgan, orange juice, 5
Zoe, coffee, 1
Zoe, tea, 7
Ayden, orange juice, 3
Claire, tea, 7
Caleb, coffee, 10
London, coffee, 1
Cameron, coffee, 1
Gavin, coffee, 4
Genesis, orange juice, 5
Allison, tea, 9
Cora, orange juice, 4
Mia, hot chocolate, 4
Christian, coffee, 10
Paisley, hot chocolate, 2
Jayden, orange juice, 3
Gabriel, coffee, 13
Ashton, hot chocolate, 4
Leah, coffee, 4
Jeremiah, tea, 9
London, milk, 2
Paisley, milk, 2
Colton, hot chocolate, 2
Alexis, milk, 3
Joseph, tea, 9
Evan, orange juice, 5
Zachary, hot chocolate, 4
Kennedy, coffee, 4
Charlotte, coffee, 4
Adrian, coffee, 4
Luke, coffee, 10
Easton, hot chocolate, 4
Autumn, milk, 5
Ethan, coffee, 4
Brianna, coffee, 10
Nolan, milk, 1
Khloe, coffee, 10
Braxton, coffee, 4
Hadley, orange juice, 5
Genesis, tea, 5
Sydney, coffee, 13
Eli, tea, 3
Jaxson, coffee, 10
Kaiden, tea, 3
Matthew, tea, 7
Ayden, orange juice, 2
Ella, milk, 2
Jason, tea, 7
Scarlett, tea, 1
Bentley, milk, 1
Aiden, hot chocolate, 2
Leah, orange juice, 2
Jacob, hot chocolate, 1
Trinity, coffee, 13
Christopher, hot chocolate, 4
Amelia, orange juice, 2
Cora, tea, 1
Aaron, orange juice, 2
Abigail, hot chocolate, 3
Madison, tea, 9
Alexa, tea, 1
Jayceon, tea, 1
Brantley, tea, 9
Carter, coffee, 4
Josiah, orange juice, 3
Owen, tea, 5
Genesis, hot chocolate, 1
London, coffee, 4
Kevin, orange juice, 3
Owen, coffee, 4
Aiden, tea, 3
Samantha, orange juice, 5
Kinsley, milk, 2
Aubrey, hot chocolate, 1
Nolan, tea, 1
Claire, milk, 2
Jason, milk, 1
London, milk, 3
Sebastian, tea, 5
Emily, orange juice, 4
Ashton, tea, 7
Mia, hot chocolate, 3
Kennedy, orange juice, 1
Caroline, coffee, 13
Grace, milk, 4
Aubree, coffee, 13
Kaiden, coffee, 13
Layla, milk, 2
Kaiden, tea, 3
Joseph, coffee, 4
Mckenzie, hot chocolate, 4
Chase, coffee, 10
Madelyn, hot chocolate, 5
Taylor, milk, 4
David, orange juice, 3
Michael, tea, 5
Madeline, hot chocolate, 3
Nolan, hot chocolate, 3
Olivia, coffee, 13
Nolan, milk, 3
Jackson, hot chocolate, 3
Victoria, milk, 3
Skylar, coffee, 7
Morgan, coffee, 7
Skylar, tea, 1
Jaxon, hot chocolate, 1
Logan, milk, 5
Caroline, coffee, 4
Addison, coffee, 1
Ariana, hot chocolate, 1
Thomas, hot chocolate, 4
Grayson, coffee, 10
Madeline, hot chocolate, 2
London, orange juice, 3
Jaxon, coffee, 1
Gabriel, coffee, 7
Wyatt, hot chocolate, 4
Brody, orange juice, 1
Trinity, coffee, 13
John, milk, 4
Anna, orange juice, 2
Chase, coffee, 10
Isabella, tea, 7
Ariana, tea, 7
Alexa, tea, 5
Jacob, milk, 2
Lucy, coffee, 1
Gavin, orange juice, 5
Isaac, orange juice, 5
Jaxson, orange juice, 2
Nathan, orange juice, 1
Samuel, orange juice, 4
Jeremiah, tea, 9
Kaylee, milk, 5
Carson, tea, 9
Jack, hot chocolate, 5
Skylar, hot chocolate, 3
Naomi, orange juice, 1
Sydney, coffee, 1
Eleanor, milk, 3
Luke, tea, 9
London, coffee, 4
Caroline, orange juice, 4
Kinsley, tea, 5
Jackson, orange juice, 3
Elizabeth, tea, 9
Ryan, hot chocolate, 4
Ryan, orange juice, 1
Wyatt, orange juice, 2
Evan, orange juice, 1
Riley, coffee, 7
Brandon, milk, 5
Sebastian, tea, 5
Arianna, orange juice, 3
Connor, milk, 4
Lydia, milk, 4
Mackenzie, orange juice, 3
Makayla, orange juice, 5
Nora, hot chocolate, 3
Josiah, coffee, 7
Abigail, coffee, 13
Isaiah, milk, 1
Landon, coffee, 7
Aubree, hot chocolate, 3
Madelyn, orange juice, 5
Sadie, orange juice, 2
Elijah, orange juice, 2
Matthew, orange juice, 3
Evan, milk, 3
Levi, coffee, 13
Kennedy, orange juice, 1
Makayla, tea, 5
Londyn, hot chocolate, 2
Kennedy, orange juice, 2
Jayceon, orange juice, 4
Oliver, hot chocolate, 4
Nevaeh, milk, 5
Katherine, coffee, 10
Makayla, coffee, 1
Trinity, orange juice, 4
Dominic, milk, 5
Braxton, orange juice, 4
Lauren, hot chocolate, 4
Joshua, tea, 5
Audrey, coffee, 4
Benjamin, hot chocolate, 4
Mia, milk, 5
Camila, coffee, 10
Logan, milk, 2
Sydney, coffee, 10
Anna, tea, 7
Gabriel, orange juice, 3
Brayden, coffee, 13
Carson, hot chocolate, 4
Faith, milk, 2
Ashton, hot chocolate, 2
Natalie, milk, 5
Avery, coffee, 7
Genesis, tea, 7
Abigail, coffee, 7
Amelia, milk, 4
Claire, hot chocolate, 4
Sebastian, coffee, 4
Jack, orange juice, 2
Savannah, tea, 5
Ayden, orange juice, 2
Genesis, milk, 5
Jordan, hot chocolate, 5
Sydney, orange juice, 1
Caroline, orange juice, 1
James, milk, 5
Zachary, tea, 9
Grayson, milk, 5
Jaxson, milk, 3
Stella, hot chocolate, 4
Evelyn, hot chocolate, 5
Emily, hot chocolate, 5
Cameron, coffee, 1
Aubrey, coffee, 7
Arianna, coffee, 10
Charles, orange juice, 3
Evan, milk, 5
Brandon, tea, 9
William, milk, 2
Evelyn, coffee, 7
Connor, coffee, 4
Sebastian, hot chocolate, 1
Lauren, milk, 3
Ayden, hot chocolate, 3
Trinity, milk, 2
Bailey, tea, 1
Carson, milk, 2
Kayden, tea, 3
Mckenzie, tea, 1
Ethan, tea, 3
Ayden, tea, 9
Luke, milk, 1
Amelia, tea, 5
Parker, tea, 5
Benjamin, coffee, 10
Jayceon, hot chocolate, 2
Annabelle, hot chocolate, 4
Jack, tea, 3
Grace, orange juice, 5
Nathan, orange juice, 2
Charlotte, orange juice, 1
Jaxson, orange juice, 3
Miles, orange juice, 3
Asher, orange juice, 2
John, milk, 2
Leah, orange juice, 3
Kennedy, orange juice, 2
Sebastian, hot chocolate, 4
Christopher, milk, 2
Angel, coffee, 10
Olivia, milk, 3
Jackson, coffee, 7
Samantha, hot chocolate, 1
James, orange juice, 5
Brandon, orange juice, 2
Kaiden, milk, 4
Hannah, tea, 5
Carter, coffee, 10
Jason, milk, 3
Jeremiah, milk, 3
Nevaeh, tea, 1
Arianna, coffee, 4
Henry, tea, 5
Katherine, milk, 4
Peyton, coffee, 13
Grace, orange juice, 1
Bella, coffee, 10
Kylie, milk, 5
Kennedy, hot chocolate, 1
Jacob, tea, 3
Abigail, orange juice, 4
Sofia, orange juice, 5
Nora, orange juice, 2
Kaylee, milk, 4
Kayden, hot chocolate, 5
Chloe, orange juice, 2
Zachary, milk, 1
Nora, milk, 4
Jaxon, milk, 4
Jeremiah, orange juice, 5
Christopher, hot chocolate, 1
Evelyn, hot chocolate, 1
Alexis, coffee, 1
Miles, coffee, 1
Tristan, milk, 5
Olivia, hot chocolate, 3
Gavin, coffee, 13
Jackson, coffee, 4
Gabriella, milk, 1
Nicholas, coffee, 10
Owen, hot chocolate, 1
Gabriella, orange juice, 3
Clara, milk, 1
Nora, hot chocolate, 4
Samantha, orange juice, 3
Christopher, tea, 9
Penelope, orange juice, 4
John, coffee, 4
Brianna, orange juice, 3
Audrey, milk, 3
Mason, coffee, 4
Allison, orange juice, 4
Kevin, tea, 9
Savannah, milk, 2
Christopher, tea, 5
Kevin, orange juice, 3
Easton, milk, 2
Sydney, hot chocolate, 2
Jaxson, hot chocolate, 2
Jackson, coffee, 7
Braxton, milk, 2
Samantha, hot chocolate, 1
Kylie, orange juice, 3
Hudson, milk, 2
Alexander, orange juice, 2
Carson, coffee, 1
Mary, coffee, 7
Arianna, coffee, 7
Allison, orange juice, 5
Paisley, hot chocolate, 1
Morgan, coffee, 13
Bella, orange juice, 2
Brandon, tea, 9
Dylan, hot chocolate, 1
Brantley, tea, 3
Sadie, hot chocolate, 5
London, hot chocolate, 2
Charles, orange juice, 3
Julian, orange juice, 2
Lilly, orange juice, 4
Carter, orange juice, 1
Aubrey, tea, 5
